text_en,level,example_en,example_ru,tags,extra
die,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""die v.""}"
diet,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""diet n.""}"
difference,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""difference n.""}"
different,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""different adj.""}"
difficult,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""difficult adj.""}"
dinner,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""dinner n.""}"
dirty,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""dirty adj.""}"
discuss,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""discuss v.""}"
dish,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""dish n.""}"
doctor,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""doctor n.""}"
dog,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""dog n.""}"
dollar,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""dollar n.""}"
door,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""door n.""}"
down,A1,,,"[""verb"", ""adverb"", ""preposition""]","{""parts_of_speech"": [""verb"", ""adverb"", ""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""down adv. , prep.""}"
downstairs,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""downstairs adv.""}"
draw,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""draw v.""}"
dress,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""dress n. , v.""}"
drink,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""drink n. , v.""}"
drive,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""drive v.""}"
driver,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""driver n.""}"
during,A1,,,"[""preposition""]","{""parts_of_speech"": [""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""during prep.""}"
dvd,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""DVD n.""}"
each,A1,,,"[""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""each det./pron./adv.""}"
ear,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""ear n.""}"
early,A1,,,"[""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""early adj. , adv.""}"
east,A1,,,"[""noun"", ""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""noun"", ""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""east n. , adj. , adv.""}"
easy,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""easy adj.""}"
eat,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""eat v.""}"
egg,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""egg n.""}"
eight,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""eight number""}"
eighteen,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""eighteen number""}"
eighty,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""eighty number""}"
elephant,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""elephant n.""}"
eleven,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""eleven number""}"
else,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""else adv.""}"
email,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""email n. , v.""}"
end,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""end n. , v.""}"
enjoy,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""enjoy v.""}"
enough,A1,,,"[""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""verb"", ""adverb"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""enough det. , pron. , adv.""}"
euro,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""euro n.""}"
evening,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""evening n.""}"
event,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""event n.""}"
ever,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""ever adv.""}"
every,A1,,,"[""determiner""]","{""parts_of_speech"": [""determiner""], ""source"": ""Oxford 3000"", ""original_line"": ""every det.""}"
everybody,A1,,,"[""noun"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""everybody pron.""}"
everyone,A1,,,"[""noun"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""everyone pron.""}"
everything,A1,,,"[""noun"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""everything pron.""}"
exam,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""exam n.""}"
example,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""example n.""}"
excited,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""excited adj.""}"
exciting,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""exciting adj.""}"
exercise,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""exercise n. , v.""}"
expensive,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""expensive adj.""}"
explain,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""explain v.""}"
extra,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""extra adj.""}"
eye,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""eye n.""}"
face,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""face n.""}"
fact,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""fact n.""}"
fall,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""fall v.""}"
false,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""false adj.""}"
family,A1,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""family n. , adj.""}"
famous,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""famous adj.""}"
fantastic,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""fantastic adj.""}"
far,A1,,,"[""verb"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""far adv.""}"
farm,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""farm n.""}"
farmer,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""farmer n.""}"
fast,A1,,,"[""verb"", ""adjective"", ""adverb""]","{""parts_of_speech"": [""verb"", ""adjective"", ""adverb""], ""source"": ""Oxford 3000"", ""original_line"": ""fast adj. , adv.""}"
fat,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""fat adj.""}"
father,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""father n.""}"
favourite,A1,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""favourite adj. , n.""}"
february,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""February n.""}"
feel,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""feel v.""}"
feeling,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""feeling n.""}"
festival,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""festival n.""}"
few,A1,,,"[""noun"", ""adjective"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""adjective"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""few det./adj. , pron.""}"
fifteen,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""fifteen number""}"
fifth,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""fifth number""}"
fifty,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""fifty number""}"
fill,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""fill v.""}"
film,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""film n.""}"
final,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""final adj.""}"
find,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""find v.""}"
fine,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""fine adj.""}"
finish,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""finish v.""}"
fire,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""fire n.""}"
first,A1,,,"[""noun"", ""verb"", ""adverb"", ""determiner""]","{""parts_of_speech"": [""noun"", ""verb"", ""adverb"", ""determiner""], ""source"": ""Oxford 3000"", ""original_line"": ""first det./number , adv.""}"
fish,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""fish n.""}"
five,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""five number""}"
flat,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""flat n.""}"
flight,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""flight n.""}"
floor,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""floor n.""}"
flower,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""flower n.""}"
fly,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""fly v.""}"
follow,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""follow v.""}"
food,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""food n.""}"
foot,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""foot n.""}"
football,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""football n.""}"
for,A1,,,"[""preposition""]","{""parts_of_speech"": [""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""for prep.""}"
forget,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""forget v.""}"
form,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""form n. , v.""}"
forty,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""forty number""}"
four,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""four number""}"
fourteen,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""fourteen number""}"
fourth,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""fourth number""}"
free,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""free adj.""}"
friday,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""Friday n.""}"
friend,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""friend n.""}"
friendly,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""friendly adj.""}"
from,A1,,,"[""noun"", ""adjective"", ""preposition""]","{""parts_of_speech"": [""noun"", ""adjective"", ""preposition""], ""source"": ""Oxford 3000"", ""original_line"": ""from prep.front n. , adj.""}"
fruit,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""fruit n.""}"
full,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""full adj.""}"
fun,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""fun n.""}"
funny,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""funny adj.""}"
future,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""future n.""}"
game,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""game n.""}"
garden,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""garden n.""}"
geography,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""geography n.""}"
get,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""get v.""}"
girl,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""girl n.""}"
girlfriend,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""girlfriend n.""}"
give,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""give v.""}"
glass,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""glass n.""}"
go,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""go v.""}"
good,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""good adj.""}"
goodbye,A1,,,"[""noun"", ""exclamation""]","{""parts_of_speech"": [""noun"", ""exclamation""], ""source"": ""Oxford 3000"", ""original_line"": ""goodbye exclam./n.""}"
grandfather,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""grandfather n.""}"
grandmother,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""grandmother n.""}"
grandparent,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""grandparent n.""}"
great,A1,,,"[""adjective""]","{""parts_of_speech"": [""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""great adj.""}"
green,A1,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""green adj. , n.""}"
grey,A1,,,"[""noun"", ""adjective""]","{""parts_of_speech"": [""noun"", ""adjective""], ""source"": ""Oxford 3000"", ""original_line"": ""grey adj. , n.""}"
group,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""group n.""}"
grow,A1,,,"[""verb""]","{""parts_of_speech"": [""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""grow v.""}"
guess,A1,,,"[""noun"", ""verb""]","{""parts_of_speech"": [""noun"", ""verb""], ""source"": ""Oxford 3000"", ""original_line"": ""guess v. , n.""}"
guitar,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""guitar n.""}"
gym,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""gym n.""}"
hair,A1,,,"[""noun""]","{""parts_of_speech"": [""noun""], ""source"": ""Oxford 3000"", ""original_line"": ""hair n.""}"
half,A1,,,"[""noun"", ""determiner"", ""pronoun""]","{""parts_of_speech"": [""noun"", ""determiner"", ""pronoun""], ""source"": ""Oxford 3000"", ""original_line"": ""half n. , det./pron.""}"
